timestamp,open,high,low,close,volume
2021-04-30,0.10250000,0.50450000,0.10250000,0.11020000,12868177.00000000
2021-05-01,0.11020000,0.11080000,0.10580000,0.10900000,13448100.00000000
2021-05-02,0.10910000,0.10990000,0.10430000,0.10620000,9125991.00000000
2021-05-03,0.10640000,0.11380000,0.10610000,0.10930000,13934165.00000000
2021-05-04,0.10930000,0.10970000,0.09830000,0.09960000,18292974.00000000
2021-05-05,0.09960000,0.12210000,0.09830000,0.12210000,29868108.00000000
2021-05-06,0.12210000,0.13180000,0.11450000,0.12640000,42320322.00000000
2021-05-07,0.12660000,0.14120000,0.11500000,0.12160000,46133075.00000000
2021-05-08,0.12160000,0.12640000,0.11660000,0.11820000,25784108.00000000
2021-05-09,0.11800000,0.12030000,0.11170000,0.11770000,24442386.00000000
2021-05-10,0.11780000,0.12220000,0.09900000,0.10540000,31676942.00000000
2021-05-11,0.10520000,0.11520000,0.10040000,0.11470000,26640278.00000000
2021-05-12,0.11490000,0.12160000,0.09830000,0.09940000,33463318.00000000
2021-05-13,0.09900000,0.10570000,0.08940000,0.10080000,33438141.00000000
2021-05-14,0.10090000,0.10690000,0.09920000,0.10300000,22482678.00000000
2021-05-15,0.10300000,0.10500000,0.09750000,0.09960000,22676089.00000000
2021-05-16,0.10000000,0.10830000,0.09350000,0.09870000,35519108.00000000
2021-05-17,0.09870000,0.09900000,0.08950000,0.09320000,28326449.00000000
2021-05-18,0.09310000,0.09860000,0.09210000,0.09570000,34190061.00000000
2021-05-19,0.09570000,0.09680000,0.04960000,0.06560000,87260317.00000000
2021-05-20,0.06560000,0.07750000,0.06080000,0.07340000,70791892.00000000
2021-05-21,0.07360000,0.07660000,0.05870000,0.06430000,62892314.00000000
2021-05-22,0.06430000,0.06530000,0.05840000,0.06220000,46585736.00000000
2021-05-23,0.06200000,0.06370000,0.04570000,0.05180000,59701382.00000000
2021-05-24,0.05190000,0.06320000,0.05090000,0.06320000,47771927.00000000
2021-05-25,0.06330000,0.06660000,0.05760000,0.06320000,33210086.00000000
2021-05-26,0.06320000,0.06970000,0.06210000,0.06830000,47968747.00000000
2021-05-27,0.06830000,0.06850000,0.06320000,0.06520000,26495489.00000000
2021-05-28,0.06520000,0.06580000,0.05770000,0.05930000,77454171.00000000
2021-05-29,0.05940000,0.06130000,0.05530000,0.05680000,64921376.00000000
2021-05-30,0.05680000,0.06050000,0.05480000,0.05940000,56692412.00000000
2021-05-31,0.05910000,0.06300000,0.05730000,0.06290000,36063427.00000000
2021-06-01,0.06280000,0.06340000,0.06030000,0.06240000,56903860.00000000
2021-06-02,0.06250000,0.06580000,0.06100000,0.06390000,65206194.00000000
2021-06-03,0.06390000,0.06820000,0.06310000,0.06780000,38046370.00000000
2021-06-04,0.06790000,0.06850000,0.06090000,0.06370000,48051441.00000000
2021-06-05,0.06370000,0.06600000,0.06120000,0.06240000,31954887.00000000
2021-06-06,0.06250000,0.06400000,0.06210000,0.06390000,30059212.00000000
2021-06-07,0.06390000,0.06480000,0.05850000,0.05910000,46087858.00000000
2021-06-08,0.05890000,0.06030000,0.05520000,0.05980000,25349575.00000000
2021-06-09,0.05960000,0.06190000,0.05760000,0.06190000,26827900.00000000
2021-06-10,0.06200000,0.06340000,0.05880000,0.05970000,37214830.00000000
2021-06-11,0.05960000,0.06040000,0.05670000,0.05720000,18475793.00000000
